code,name,pe,pb,yield,time
391,MEI-AH-ENTER,-6.062,1.311,0,2020-08-28 15:20:28
392,BEIJING-ENT,3.988,0.427,4.479,2020-08-28 15:20:31
393,GLORIOUS-SUN,11.528,0.504,6.265,2020-08-28 15:20:34
395,SMARTAC-INTL,-15.286,2.229,0,2020-08-28 15:20:38
396,HING-LEE-(HK),-0.754,0.374,0,2020-08-28 15:20:40
397,POWER-FINANCIAL,-3.269,0.171,0,2020-08-28 15:20:42
398,ORIENTAL-WATCH,11.364,0.547,12.25,2020-08-28 15:20:45
399,INNOVATIVE-PHAR,-1.701,-0.918,0,2020-08-28 15:20:47
400,COGOBUY,16.628,0.444,0,2020-08-28 15:20:49
401,WANJIA-GROUP,-1.697,0.6,0,2020-08-28 15:20:52
402,PEACEMAP-HOLD,-3.333,-0.366,0,2020-08-28 15:20:54
403,STARLITE-HOLD,21.25,0.398,17.647,2020-08-28 15:20:56
404,HSIN-CHONG-GP,0,0,0,2020-08-28 15:20:59
405,YUEXIU-REIT,11.879,0.733,6.086,2020-08-28 15:21:01
406,YAU-LEE-HOLD,-10.421,0.34,2.525,2020-08-28 15:21:02
408,YIP'S-CHEMICAL,5.145,0.477,7.631,2020-08-28 15:21:06
410,SOHO-CHINA,8.571,0.317,0,2020-08-28 15:21:13
411,LAM-SOON-(HK),0,1.278,0,2020-08-28 15:21:15
412,CSFG,-4.942,3.512,0,2020-08-28 15:21:16
413,SC-HOLDINGS,3.065,0.307,0,2020-08-28 15:21:18
416,BANKOFJINZHOU,-15.58,0.327,0,2020-08-28 15:21:26
417,TSE-SUI-LUEN,-2.778,0.277,0,2020-08-28 15:21:29
418,FOUNDER-HOLD,-1.96,0.497,0,2020-08-28 15:21:32
419,HUAYI-TENCENT,-68,2.194,0,2020-08-28 15:21:34
420,FOUNTAIN-SET,7.5,0.312,11.954,2020-08-28 15:21:37
422,VMEP-HOLDINGS,-2.848,0.776,0,2020-08-28 15:21:41
423,HKET-HOLDINGS,40,0.486,7,2020-08-28 15:21:42
425,MINTH-GROUP,0,1.792,2.629,2020-08-28 15:21:45
426,ONE-MEDIA-GROUP,-2.403,4.879,0,2020-08-28 15:21:47
428,COCOON-HOLDINGS,-1.497,0.64,0,2020-08-28 15:21:52
430,ORIENTAL-EXPL,3.789,0.134,0,2020-08-28 15:21:56
431,G-CHINA-FIN,-6.6,3.046,0,2020-08-28 15:21:59
432,PCPD,-10.161,0.195,0,2020-08-28 15:22:01
433,NORTH-MINING,-0.429,0.183,0,2020-08-28 15:21:53
434,BOYAA,9.649,0.168,0,2020-08-28 15:21:54
435,SUNLIGHT-REIT,3.872,0.386,7.299,2020-08-28 15:21:55
436,NU-ENVIRO,20,0.867,2.692,2020-08-28 15:21:58
438,IRICO-NEWENERGY,17.66,8.83,0,2020-08-28 15:22:00
439,KUANGCHI,-13.333,3.855,0,2020-08-28 15:22:03
440,DAH-SING,4.231,0.266,6.04,2020-08-28 15:22:05
442,HIFOOD-GROUP,-2.041,0.496,0,2020-08-28 15:22:09
444,SINCEREWATCH-HK,-3.957,0.641,0,2020-08-28 15:22:12
445,CIMC-TIANDA,13.625,1,1.835,2020-08-28 15:22:15
449,CHIGO-HOLDING,-0.23,0.915,0,2020-08-28 15:22:23
450,HUNG-HING-PRINT,12.353,0.3,9.524,2020-08-28 15:22:26
451,GCL-NEWENERGY,8.824,0.397,0,2020-08-28 15:22:27
455,TIANDA-PHARMA,80,0.476,0.625,2020-08-28 15:22:33
456,NEW-CITY-DEV,0,0.869,0,2020-08-28 15:22:36
458,TRISTATE-HOLD,-7.203,0.246,0,2020-08-28 15:22:40
459,MIDLAND-IC&I,-8.455,0.154,0,2020-08-28 15:22:41
460,SIHUAN-PHARM,-2.862,0.819,17.634,2020-08-28 15:22:42
462,NATURAL-DAIRY,-7.942,7.942,0,2020-08-28 15:22:45
464,C-OVS-NUOXIN,-7.222,2.968,0,2020-08-28 15:22:49
465,FUTONG-TECH,50,0.257,0,2020-08-28 15:22:50
467,UNITEDENERGY-GP,18.767,2.991,2.92,2020-08-28 15:22:52
468,GAPACK,11.206,1.541,8.544,2020-08-28 15:22:54
469,CAPXON-INT'L,4.472,0.569,0,2020-08-28 15:22:57
471,CMMB-VISION,-0.222,0.032,0,2020-08-28 15:23:03
472,NEW-SILKROAD,-3.673,0.338,0,2020-08-28 15:23:04
474,HAO-TIAN-DEV,-9.184,1.1,0,2020-08-28 15:23:07
475,CENTRAL-DEV-H,-6.162,8.243,0,2020-08-28 15:23:10
476,CH-DYNAMICS,-1.952,0.107,0,2020-08-28 15:23:12
479,CIL-HOLDINGS,-0.769,0,0,2020-08-28 15:23:20
480,HKR-INT'L,2.834,0.209,3.871,2020-08-28 15:23:23
482,SANDMARTIN-INTL,-0.365,35,0,2020-08-28 15:23:29
483,BAUHAUS-INT'L,-1.213,0.391,59.649,2020-08-28 15:23:31
484,FORGAME,-1.409,0.435,0,2020-08-28 15:23:32
485,CHINASINOSTAR,-1.833,0.125,0,2020-08-28 15:23:35
486,RUSAL,6.626,0.943,0,2020-08-28 15:23:38
487,SUCCESSUNIVERSE,9.733,0.629,0,2020-08-28 15:23:41
488,LAI-SUN-DEV,1.014,0.137,1.333,2020-08-28 15:23:42
489,DONGFENG-GROUP,3.249,0.327,7.048,2020-08-28 15:23:45
491,EMPEROR-CULTURE,-2.41,0.485,0,2020-08-28 15:23:49
493,GOME-RETAIL,-7.986,1.91,0,2020-08-28 15:23:54
494,LI-&-FUNG,77.5,1.075,0.806,2020-08-28 15:23:56
495,PALADIN,-4.225,0.24,0,2020-08-28 15:23:58
496,KASEN,2.763,0.373,0,2020-08-28 15:24:01
497,CSI-PROPERTIES,2.017,0.181,2.101,2020-08-28 15:24:03
498,PYI-CORP,-0.625,0.098,0,2020-08-28 15:24:07
499,QINGDAO-HLDGS,16.923,0.849,0,2020-08-28 15:24:09
500,FRONTIER-SER,-3.278,1.612,0,2020-08-28 15:24:11
503,LANSEN-PHARMA,2.288,0.407,0,2020-08-28 15:24:16
505,XINGYE-ALLOY,12.949,0.696,0,2020-08-28 15:24:22
506,CHINA-FOODS,16.587,1.526,1.733,2020-08-28 15:24:24
508,DINGYI-GP-INV,-0.83,0.236,0,2020-08-28 15:24:28
509,SUNSHINE,0.807,0.08,0,2020-08-28 15:24:31
510,CASH-FIN-SER-GP,-1.13,0.26,0,2020-08-28 15:24:34
511,TVB,-12.779,0.691,2.326,2020-08-28 15:24:36
512,CHINAGRANDPHARM,20.712,2.931,1.32,2020-08-28 15:24:37
513,CONTINENTAL-H,9.667,0.177,5.172,2020-08-28 15:24:38
515,CHINASILVER-TEC,-1.538,1.429,0,2020-08-28 15:24:43
517,COSCO-SHIP-INTL,10.37,0.433,7.143,2020-08-28 15:24:49
518,TUNGTEX-(HOLD),-3.481,1.071,0,2020-08-28 15:24:52
519,APPLIED-DEV,-4.935,0.285,0,2020-08-28 15:24:54
520,XIABUXIABU,34.702,4.265,0.773,2020-08-28 15:24:56
521,CWT-INT'L,-2.538,0.641,0,2020-08-28 15:24:58
522,ASM-PACIFIC,55.384,2.966,1.66,2020-08-28 15:25:00
524,GREAT-WALL-B&R,-0.462,19.2,0,2020-08-28 15:25:05
525,GUANGSHEN-RAIL,13.136,0.337,4.258,2020-08-28 15:25:08
526,CHINA-AUTO-NR,-9.286,0.542,0,2020-08-28 15:25:09
527,RUIFENG-RENEW,-4.062,0.776,0,2020-08-28 15:25:10
528,KINGDOM-HOLDING,4.729,0.596,5.344,2020-08-28 15:25:11
529,SIS-INT'L,5.406,0.118,1.307,2020-08-28 15:25:13
530,GOLDIN-FIN-HOLD,1.117,0.361,0,2020-08-28 15:25:16
531,SAMSON-HOLDING,-1.975,0.301,0,2020-08-28 15:25:18
532,WKK-INTL-(HOLD),6.364,0.256,0,2020-08-28 15:25:21
533,GOLDLION-HOLD,4.808,0.349,8.333,2020-08-28 15:25:22
535,GEMDALE-PPT,5.243,1.323,5.571,2020-08-28 15:25:27
536,TRADELINK,7.961,1.756,10.366,2020-08-28 15:25:30
538,AJISEN-(CHINA),7.75,0.364,6.048,2020-08-28 15:25:34
539,VICTORY-CITY,0.475,0.012,0,2020-08-28 15:25:36
540,SPEEDY-GLOBAL,3.886,0.328,17.544,2020-08-28 15:25:38
542,TFG-INTL-GP,-7.759,4.592,0,2020-08-28 15:25:41
543,PACIFIC-ONLINE,6.842,1.053,11.346,2020-08-28 15:25:44
544,DAIDO-GROUP,-0.893,0.532,0,2020-08-28 15:25:47
546,FUFENG-GROUP,5.26,0.524,5.247,2020-08-28 15:25:49
547,DIGITAL-DOMAIN,-4.5,1.286,0,2020-08-28 15:25:52
548,SHENZHENEXPRESS,5.589,0.759,7.947,2020-08-28 15:25:54
550,KK-CULTURE,-5.263,1.031,0,2020-08-28 15:25:59
551,YUE-YUEN-IND,9.036,0.663,5.335,2020-08-28 15:26:00
552,CHINACOMSERVICE,10.305,0.909,3.432,2020-08-28 15:26:02
553,NANJING-PANDA,76.875,1.166,0.386,2020-08-28 15:26:03
554,HANS-ENERGY,1.38,1.627,0,2020-08-28 15:26:05
555,REXLOT-HOLDINGS,-0.304,0.043,0,2020-08-28 15:26:09
556,PAN-ASIA-ENVIRO,-6.218,0.318,0,2020-08-28 15:26:12
557,TIANYUAN-HEALTH,-3.981,2.157,0,2020-08-28 15:26:13
558,LK-TECH,155,0.279,0,2020-08-28 15:26:16
559,DETAI-NEWENERGY,-1.1,0.167,0,2020-08-28 15:26:19
560,CHU-KONG-SHIP,4.555,0.31,3.448,2020-08-28 15:26:21
563,SH-IND-URBAN,7.44,0.337,4.409,2020-08-28 15:26:28
564,ZMJ,9.001,0.765,3.361,2020-08-28 15:26:30
565,ART-GROUP-HOLD,8.571,0.327,0,2020-08-28 15:26:31
567,DAISHOMICROLINE,-1.325,0.866,0,2020-08-28 15:26:34
568,SHANDONG-MOLONG,-2.655,0.298,0,2020-08-28 15:26:36
569,CH-AUTOMATION,0,0,0,2020-08-28 15:26:38
570,TRAD-CHI-MED,9.575,0.916,1.42,2020-08-28 15:26:39
571,ESUN-HOLDINGS,-13.846,0.118,0,2020-08-28 15:26:40
572,FW-HOLDINGS,-2.159,0.127,0,2020-08-28 15:26:42
573,TAO-HEUNG-HLDGS,7.317,0.57,10.556,2020-08-28 15:26:43
574,PASHUN-INT'L,-0.693,0.197,0,2020-08-28 15:26:44
575,REGENT-PACIFIC,-0.339,0.358,0,2020-08-28 15:26:45
576,ZHEJIANGEXPRESS,5.654,0.972,7.185,2020-08-28 15:26:47
577,SOUTH-SHORE-HLD,-0.103,-0.058,0,2020-08-28 15:26:49
578,ROSAN-RES,-0.344,-0.398,0,2020-08-28 15:26:50
579,JNCEC,7.324,0.677,3.798,2020-08-28 15:26:53
580,SUN.KING-ELEC,12.647,1.469,4.651,2020-08-28 15:26:55
581,CHINA-ORIENTAL,2.324,0.383,10.714,2020-08-28 15:26:57
582,LANDING-INTL,-0.34,0.061,0,2020-08-28 15:26:59
583,GWPA-HOLDINGS,1.527,0.252,0,2020-08-28 15:27:01
585,IMAGI-INT'L,-3.478,1.094,0,2020-08-28 15:27:06
586,CONCH-VENTURE,7.881,1.731,1.903,2020-08-28 15:27:08
587,HUA-HAN-HEALTH,4.109,0.457,5.094,2020-08-28 15:27:11
588,BEIJING-N-STAR,0,0.239,9.762,2020-08-28 15:27:13
589,JIANZHONG-CONS,3.855,0,0,2020-08-28 15:27:16
590,LUK-FOOK-HOLD,11.64,0.972,5.821,2020-08-28 15:27:17
591,C-HIGHPRECISION,-23.462,0.588,0,2020-08-28 15:27:19
592,BOSSINI-INT'L,-7.412,1.475,1.905,2020-08-28 15:27:22
593,DREAMEAST,-4.014,0.33,0,2020-08-28 15:27:23
595,AV-CONCEPT-HOLD,3.495,0.28,6.944,2020-08-28 15:27:28
596,INSPUR-INT'L,12.247,1.225,0,2020-08-28 15:27:30
598,SINOTRANS,4.08,0.403,7.63,2020-08-28 15:27:34
599,E.-BON-HOLDINGS,16.053,0.407,4.918,2020-08-28 15:27:35
600,CHINA-INFRA-INV,-4.429,0.18,0,2020-08-28 15:27:39
601,REMT,2.875,0.436,0,2020-08-28 15:27:43
602,JIAHUA-STORES-H,-3.161,0.308,0,2020-08-28 15:27:45
603,CHINA-OIL-&-GAS,3.712,0.408,0,2020-08-28 15:27:48
604,SHENZHEN-INVEST,5.642,0.532,6.716,2020-08-28 15:27:49
605,C-FIN-SERVICES,3.523,0.177,0,2020-08-28 15:27:51
606,CHINA-AGRI,0,0,0,2020-08-28 15:27:54
607,FULLSHARE,-1.067,0.174,0,2020-08-28 15:27:55
608,HIGH-FASHION,0,0.185,3.922,2020-08-28 15:27:58
609,TIANDE-CHEMICAL,24.286,0.401,0,2020-08-28 15:28:01
610,WAI-KEE-HOLD,2.491,0.37,8.06,2020-08-28 15:28:04
611,CNE-TECH-CORP,3.446,0.361,0,2020-08-28 15:28:06
612,CHINA-DYF,-13.793,39.437,0,2020-08-28 15:28:10
613,PLANETREE-INT'L,52.083,0.699,0,2020-08-28 15:28:12
616,EMINENCE-ENT,-0.331,0.074,0,2020-08-28 15:28:21
617,PALIBURG-HOLD,10,0.148,1.639,2020-08-28 15:28:25
618,PKU-RESOURCES,-0.249,4.2,0,2020-08-28 15:28:27
619,SOUTH-CHINA-FIN,-1.167,0.108,0,2020-08-28 15:28:30
620,DTXS-SILK-ROAD,245.882,2.206,0,2020-08-28 15:28:34
621,TAUNG-GOLD,-14,0.19,0,2020-08-28 15:28:37
622,OSHIDORI,-13.71,0.8,0.588,2020-08-28 15:28:39
623,SINOMEDIA,15.333,0.255,2.609,2020-08-28 15:28:40
625,RREEF-CCT-REIT,-2175,-621.429,0,2020-08-28 15:28:46
626,PUBLIC-FIN-HOLD,4.612,0.27,9.184,2020-08-28 15:28:48
627,FULLSUN-INT'L,5.071,0.37,0,2020-08-28 15:28:50
628,GOME-FIN-TECH,-58.462,1.051,0,2020-08-28 15:28:52
629,YUE-DA-INTL,9.828,0.807,0,2020-08-28 15:28:55
630,AMCO-UNITED,-6.556,2.07,0,2020-08-28 15:28:56
631,SANY-INT'L,12.126,1.583,2.963,2020-08-28 15:29:00
632,CHK-OIL,-0.389,0.647,0,2020-08-28 15:29:02
633,CH-ALL-ACCESS,-0.22,0.068,0,2020-08-28 15:29:04
635,PLAYMATES,4.01,0.258,5.556,2020-08-28 15:29:09
636,KERRY-LOG-NET,5.992,0.989,2.187,2020-08-28 15:29:10
637,LEE-KEE,-1.416,0.209,0,2020-08-28 15:29:13
638,KIN-YAT-HOLD,1.783,0.247,0,2020-08-28 15:29:14
639,SHOUGANG-RES,8.372,0.609,9.556,2020-08-28 15:29:16
640,INFINITY-DEV,5.963,0.923,8,2020-08-28 15:29:17
641,CHTC-FONG'S-INT,2.37,0.237,5.479,2020-08-28 15:29:20
643,CARRY-WEALTH,-9.111,0.886,0,2020-08-28 15:29:25
645,ARES-ASIA,-19.667,1.453,0,2020-08-28 15:29:29
646,CHINA-ENV-TEC,-0.296,-0.164,0,2020-08-28 15:29:31
647,JOYCE-BOUTIQUE,-19.643,0.986,0,2020-08-28 15:29:34
648,WAH-YAN-NEW,-0.24,0.504,0,2020-08-28 15:29:38
650,IDG-ENERGY-INV,-15.476,1.327,0,2020-08-28 15:29:44
651,CHI-OCEAN-IND,-0.03,-0.01,0,2020-08-28 15:29:46
653,BONJOUR-HOLD,-3.658,1.086,0,2020-08-28 15:29:50
655,HK-CHINESE-LTD,3.099,0.125,4.545,2020-08-28 15:29:56
656,FOSUN-INTL,4.477,0.541,3.111,2020-08-28 15:29:57
657,G-VISION-INT'L,-2.5,1.034,0,2020-08-28 15:29:59
658,C-TRANSMISSION,18.767,0.735,3.552,2020-08-28 15:30:01
659,NWS-HOLDINGS,6.303,0.521,8.882,2020-08-28 15:30:03
660,WAI-CHUN-BIOTEC,0,-5.333,0,2020-08-28 15:30:07
661,CDAYENONFER,5.778,0.349,0,2020-08-28 15:30:08
662,ASIA-FINANCIAL,8.085,0.321,1.754,2020-08-28 15:30:12
663,KING-STONE-ENGY,-5,1.032,0,2020-08-28 15:30:16
665,HAITONG-INT'L,7.695,0.455,4.203,2020-08-28 15:30:21
666,SHK-HK-IND,30,0.444,0,2020-08-28 15:30:23
667,CHINA-EAST-EDU,36.387,5.546,1.212,2020-08-28 15:30:26
668,DOYEN-INTL-HOLD,-4.194,0.547,0,2020-08-28 15:30:27
669,TECHTRONIC-IND,38.711,7.026,1.094,2020-08-28 15:30:30
670,CHINA-EAST-AIR,13.432,0.673,1.735,2020-08-28 15:30:31
672,ZHONGAN-GROUP,2.764,0.206,5.882,2020-08-28 15:30:36
673,CHINA-HEALTH,-6.333,2.478,0,2020-08-28 15:30:38
674,CHINA-TANGSHANG,-3.686,1.387,0,2020-08-28 15:30:41
675,K-&-P-INT'L,8.871,0.513,8.182,2020-08-28 15:30:42
676,PEGASUS-INT'L,-2.991,1.699,0,2020-08-28 15:30:45
677,GOLDEN-RES-DEV,-41.538,0.787,4.259,2020-08-28 15:30:48
678,GENTING-HK,-2.41,0.085,0,2020-08-28 15:30:52
679,ASIA-TELE-NET,0.944,0.311,1.471,2020-08-28 15:30:53
680,NAN-HAI-CORP,-6.875,0.809,0,2020-08-28 15:30:56
681,CHI-PEOPLE-HOLD,2.955,0.224,0,2020-08-28 15:30:59
682,CHAODA-MODERN,-2.053,0.424,0,2020-08-28 15:31:01
683,KERRY-PPT,4.222,0.286,6.75,2020-08-28 15:31:03
684,ALLAN-INT'L,-24.815,0.385,6.716,2020-08-28 15:31:05
685,MEDIA-CHINESE,8.281,0.356,7.547,2020-08-28 15:31:07
686,PANDA-GREEN,-0.885,0.39,0,2020-08-28 15:31:09
687,TYSAN-HOLDINGS,-2.237,0.739,247.059,2020-08-28 15:31:13
688,CHINA-OVERSEAS,6.041,0.896,4.444,2020-08-28 15:31:15
689,EPI-(HOLDINGS),-1.385,0.424,0,2020-08-28 15:31:18
690,UNI-BIO-GROUP,0,3.132,0,2020-08-28 15:31:19
691,SHANSHUI-CEMENT,2.857,0.679,0,2020-08-28 15:31:23
692,SHENZHOU-PARK,0,0,0,2020-08-28 15:31:26
693,TAN-CHONG-INT'L,19.057,0.359,4.95,2020-08-28 15:31:29
694,BEIJING-AIRPORT,8.708,0.884,3.117,2020-08-28 15:31:31
695,DONGWU-CEMENT,9.259,1.189,5.84,2020-08-28 15:31:33
696,TRAVELSKY-TECH,16.004,2.166,2.033,2020-08-28 15:31:36
697,SHOUCHENG,24.94,1.237,5.266,2020-08-28 15:31:38
698,TONGDA-GROUP,7.177,0.485,0.225,2020-08-28 15:31:42
699,CAR-INC,161.875,0.607,0,2020-08-28 15:31:43
700,TENCENT,49.651,10.802,0.219,2020-08-28 15:31:46
701,CNT-GROUP,2.48,0.352,6.557,2020-08-28 15:31:48
702,SINO-OIL-&-GAS,-0.754,0.066,0,2020-08-28 15:31:51
703,FUTURE-BRIGHT,-0.35,0.2,0,2020-08-28 15:31:53
704,HUSCOKE-HLDGS,17.25,0.365,0,2020-08-28 15:31:55
705,DINGHE-MINING,0,0,0,2020-08-28 15:31:57
706,BEAUTI-C-HOLD,-1,0.286,0,2020-08-28 15:31:59
707,ATV-HOLDINGS,-0.435,2.467,0,2020-08-28 15:32:02
708,EVERG-HEALTH,-49.913,-29.485,0,2020-08-28 15:32:05
709,GIORDANO-INT'L,8.836,0.771,5.814,2020-08-28 15:32:06
710,BOE-VARITRONIX,69.118,0.628,11.064,2020-08-28 15:32:07
711,ASIA-ALLIED-INF,11.091,0.456,2.623,2020-08-28 15:32:11
712,COMTEC-SOLAR,-0.427,-1.873,0,2020-08-28 15:32:15
713,WORLD-HOUSEWARE,-2.222,0.127,0,2020-08-28 15:32:17
715,CHINA-OCEANWIDE,-42.5,0.271,0,2020-08-28 15:32:21
716,SINGAMAS-CONT,-0.944,0.198,38.806,2020-08-28 15:32:22
717,EMPEROR-CAPITAL,-3.711,0.186,0,2020-08-28 15:32:27
718,TAI-UNITED-HOLD,-2.191,0.261,0,2020-08-28 15:32:30
719,SHANDONG-XINHUA,7.718,0.779,3.149,2020-08-28 15:32:33
720,AUTO-ITALIA,-34.4,1.955,0,2020-08-28 15:32:36
721,C-FIN-INT-INV,-3.833,1.162,0,2020-08-28 15:32:38
722,UMP,76.471,1.607,2.462,2020-08-28 15:32:39
723,RELIANCE-GLO-HL,6,1.333,0,2020-08-28 15:32:41
724,RUIXIN-INT'L,-0.583,5.25,0,2020-08-28 15:32:42
725,PERENNIAL-INT'L,-10,0.233,0,2020-08-28 15:32:46
726,DIT-GROUP,42.5,2.607,0,2020-08-28 15:32:47
727,CROWNICORP,100,0.542,0,2020-08-28 15:32:50
728,CHINA-TELECOM,9.329,0.542,4.735,2020-08-28 15:32:53
729,FDG-EVEHICLES,-0.114,-0.495,0,2020-08-28 15:32:54
730,SHOUGANG-GRAND,-60.5,0.356,0,2020-08-28 15:32:57
731,SAMSON-PAPER,3.967,0.239,6.575,2020-08-28 15:33:01
732,TRULY-INT'L,6.023,0.421,0,2020-08-28 15:33:04
733,HOPEFLUENT,2.144,0.32,6.774,2020-08-28 15:33:07
736,CHINA-PPT-INV,-0.819,0.126,0,2020-08-28 15:33:15
737,BAY-AREA-DEV,11.486,1.451,4.431,2020-08-28 15:33:16
738,LE-SAUNDA,-14.167,0.453,0,2020-08-28 15:33:17
743,ASIA-CEMENT-CH,3.633,0.802,6.691,2020-08-28 15:33:24
745,CN-CULTURE-GP,-0.489,0.411,0,2020-08-28 15:33:26
746,L-&-M-CHEMICAL,3.428,0.624,7.732,2020-08-28 15:33:27
747,SHENYANG-PUBLIC,-2.059,0.256,0,2020-08-28 15:33:30
750,SFSY-ENERGY,-0.526,0.339,0,2020-08-28 15:33:36
751,SKYWORTH-GROUP,9.818,0.462,0,2020-08-28 15:33:39
752,PICO-FAR-EAST,4.712,0.612,9.184,2020-08-28 15:33:40
753,AIR-CHINA,10.363,0.754,0.904,2020-08-28 15:33:44
754,HOPSON-DEV-HOLD,3.66,0.478,5.769,2020-08-28 15:33:45
755,SHANGHAI-ZENDAI,-0.423,0.278,0,2020-08-28 15:33:46
756,SUMMI,-0.058,-0.212,0,2020-08-28 15:33:49
757,SOLARGIGA,-0.806,0.662,0,2020-08-28 15:33:51
758,MACROLINK-CAP,-3.581,2.008,0,2020-08-28 15:33:53
759,CEC-INT'L-HOLD,41.579,1.276,0.633,2020-08-28 15:33:56
760,TALENT-PPT-GP,-2.091,0.114,0,2020-08-28 15:33:58
762,CHINA-UNICOM,13.889,0.492,2.817,2020-08-28 15:34:00
763,ZTE,16.849,3.024,0.95,2020-08-28 15:34:01
764,ETERNITY-INV,-2.473,0.214,0,2020-08-28 15:34:05
765,PERFECTECH-INTL,-2.53,1.161,0,2020-08-28 15:34:07
766,SINO-PROSPER-GP,-3.091,0.167,0,2020-08-28 15:34:09
767,APSR-INV,-0.282,0.246,0,2020-08-28 15:34:10
768,UBA-INVESTMENTS,-0.829,0.326,0,2020-08-28 15:34:13
769,CHINA-RAREEARTH,26.765,0.411,0,2020-08-28 15:34:17
770,SHANGHAI-GROWTH,-5.192,0.789,0,2020-08-28 15:34:20
771,AUTOMATED-SYS,11.552,0.789,7.687,2020-08-28 15:34:23
772,CHINA-LIT,39.169,2.246,0,2020-08-28 15:34:25
775,CKLIFE-SCIENCES,47.895,2.092,1.099,2020-08-28 15:34:30
776,IMPERIUM-GP,-18.45,76.923,0,2020-08-28 15:34:32
777,NETDRAGON,12.478,1.806,2.347,2020-08-28 15:34:33
778,FORTUNE-REIT,8.755,0.397,7.156,2020-08-28 15:34:36
780,TONGCHENG-ELONG,43.102,2.331,0,2020-08-28 15:34:42
784,LING-YUI,0,1.45,0,2020-08-28 15:34:52
787,GLOBAL-BRANDS,-0.058,0.261,0,2020-08-28 15:34:56
788,CHINA-TOWER,45.152,1.284,1.074,2020-08-28 15:34:57
789,ARTINI-HLDG,23.5,1.621,0,2020-08-28 15:34:59
794,COME-SURE-GROUP,18.529,0.369,0,2020-08-28 15:35:11
797,7ROAD,536,5.63,0,2020-08-28 15:35:16
798,CEOVU,5.602,0.477,5.376,2020-08-28 15:35:18
799,IGG,8.637,3.794,7.644,2020-08-28 15:35:20
800,A8-NEW-MEDIA,-8.19,0.284,0,2020-08-28 15:35:23
801,GOLDEN-MEDITECH,-9.222,0.63,0,2020-08-28 15:35:25
802,CHINA-E-WALLET,-4,0.647,0,2020-08-28 15:35:26
803,PROSPERITY-INTL,-0.18,-0.73,0,2020-08-28 15:35:30
804,PINESTONE,73.5,2.882,0,2020-08-28 15:35:32
806,VALUE-PARTNERS,12.78,1.496,6.215,2020-08-28 15:35:37
807,SIICENVIRONMENT,4.457,0.321,4.87,2020-08-28 15:35:40
808,PROSPERITY-REIT,10.586,0.409,7.617,2020-08-28 15:35:43
809,GLOBAL-BIO-CHEM,-0.703,-0.199,0,2020-08-28 15:35:47
810,CH-INTERNET-INV,-1.716,0.839,0,2020-08-28 15:35:48
811,XINHUA-WINSHARE,5.01,0.62,6.344,2020-08-28 15:35:50
812,SWSI,-2.03,-4.721,0,2020-08-28 15:35:52
813,SHIMAO-GROUP,9.86,1.627,4.247,2020-08-28 15:35:54
814,JINGKELONG,0,0.245,7.652,2020-08-28 15:35:55
815,CHI-SILVER-GP,-11.875,0.535,0,2020-08-28 15:35:59
816,HUADIAN-FUXIN,9.88,0.829,2.379,2020-08-28 15:36:01
817,CHINA-JINMAO,8.126,1.153,4.573,2020-08-28 15:36:03
818,HI-SUN-TECH,4.829,0.586,0,2020-08-28 15:36:04
819,TIANNENG-POWER,11.612,2.931,2.012,2020-08-28 15:36:05
820,HSBCDRAGON-FUND,0,0,0,2020-08-28 15:36:08
821,VC-HOLDINGS,-5.197,0.619,0,2020-08-28 15:36:09
822,KA-SHUI-INT'L,0,0.423,6.383,2020-08-28 15:36:11
823,LINK-REIT,-7.548,0.794,4.659,2020-08-28 15:36:14
825,NWDS-CHINA,67.368,0.369,0,2020-08-28 15:36:18
826,TIANGONG-INT'L,14.828,1.177,2.287,2020-08-28 15:36:20
827,KO-YO-GROUP,-0.391,1.489,0,2020-08-28 15:36:22
828,DYNASTY-WINES,-4.569,2.524,0,2020-08-28 15:36:25
829,SHENGUAN-HLDGS,9.615,0.261,24,2020-08-28 15:36:26
830,CSC-DEVELOPMENT,7.16,1.111,0,2020-08-28 15:36:28
831,CR-ASIA,14.449,4.128,11.705,2020-08-28 15:36:30
832,CENTRAL-CHINA,4.15,0.862,12.281,2020-08-28 15:36:33
833,ALLTRONICS,-1.949,1.593,0,2020-08-28 15:36:36
834,KANGDA-FOOD,35.455,0.235,0,2020-08-28 15:36:38
836,CHINA-RES-POWER,6.825,0.617,6.128,2020-08-28 15:36:42
837,CARPENTER-TAN,7.223,1.504,23.92,2020-08-28 15:36:45
838,EVA-HOLDINGS,15.667,0.311,7.66,2020-08-28 15:36:48
839,CHINA-EDU-GROUP,49.627,4.46,1.402,2020-08-28 15:36:50
840,TIANYE-WATER,-2.718,0.233,0,2020-08-28 15:36:54
841,CASSAVA-RES,-3.424,0.142,0,2020-08-28 15:36:55
842,LEOCH-INT'L,4.037,0.171,4.545,2020-08-28 15:36:57
844,GREATIME-INTL,-23.333,0.534,0,2020-08-28 15:37:01
845,GLORIOUS-PPT-H,-2.007,0.358,0,2020-08-28 15:37:05
846,MINGFA-GROUP,10.8,0.69,0,2020-08-28 15:37:07
848,MAOYE-INT'L,9.024,0.131,5.405,2020-08-28 15:37:11
850,LONG-WELL-INTL,-9.077,19.667,0,2020-08-28 15:37:13
851,SHENG-YUAN-HLDG,-1.45,-1.812,0,2020-08-28 15:37:17
852,STRONG-PETRO,6.441,0.541,0,2020-08-28 15:37:18
